invoice_id,customer_id,category,payment_method,status,issue_date,due_date,payment_date,amount_excl_gst,gst,amount_incl_gst,amount_paid
INV-1697,CUST127,Membership Income,Credit Card,Paid,11/01/2026,10/02/2026,4/2/2026,2160.0,216.0,2376.0,2376.0
INV-1698,CUST127,Document Signing Revenue,Credit Card,Paid,28/01/2026,27/02/2026,08/03/2026,31.82,3.18,35.0,35.0
INV-1699,CUST127,Sponsorship & Advertising ,,Open,05/03/2026,04/04/2026,,395.0,39.5,434.5,0.0
INV-1700,CUST127,Event Sponsorship,,Overdue,01/01/2026,31/01/2026,,2000.0,200.0,"$2,200.00",$0.00
INV-1701,CUST127,Major Sponsorship,,Open,31/03/2026,30/04/2026,,7022.73,702.27,7725.0,0.0
INV-1702,CUST127,Sponsorship & Advertising,Direct Debit,Paid,18/01/2026,17/02/2026,15/02/2026,1276.33,127.63,1403.96,1403.96
INV-1703,CUST128,Membership Income,DD,,20/02/2026,06/03/2026,06/03/2026,1300.0,130.0,1430.0,1430.0
INV-1704,CUST128,Document Signing Revenue,,Overdue,16/02/2026,02/03/2026,,39.0,3.9,42.9,0.0
INV-1705,CUST128,Sponsorship & Advertising,BPAY,Paid,21/02/2026,07-Mar-2026,12/03/2026,1300.0,130.0,1430.0,1430.0
INV-1706,CUST129,Membership Income,EFT,Paid,28/01/2026,11/02/2026,11/02/2026,1300.0,130.0,1430.0,1430.0
INV-1707,CUST129,Events Income,EFT,Paid,08/03/2026,22/03/2026,17/03/2026,200.0,20.0,220.0,220.0
INV-1708,CUST129,Sponsorship & Advertising,eft,Paid,17/03/2026,31/03/2026,27/03/2026,395.0,39.5,434.5,434.5
INV-1709,CUST129,Major Sponsorship,,Open,29/03/2026,12/04/2026,,7022.73,702.27,"$7,725.00",$0.00
INV-1710,CUST129,document signing revenue,EFT,Paid,25/02/2026,11/03/2026,11/03/2026,31.82,3.18,35.0,35.0
INV-1711,CUST130,Membership Income,Direct Debit,Paid,25/01/2026,08/02/2026,17/02/2026,1300.0,130.0,"$1,430.00","$1,430.00"
INV-1712,CUST130, Event Sponsorship,,Overdue,14/03/2026,28/03/2026,,3160.0,316.0,3476.0,0.0
INV-1713,CUST130,Events Income,,Open,24/03/2026,07/04/2026,,200.0,20.0,220.0,0.0
INV-1714,CUST130,Sponsorship & Advertising,Credit Card,Paid,28/01/2026,11/02/2026,28/02/2026,395.0,39.5,434.5,434.5
INV-1715,CUST130,Events Income,EFT,Paid,27/01/2026,10/02/2026,06/02/2026,108.4,10.84,119.24,119.24
INV-1716,CUST130,Document Signing Revenue,,Open,18/03/2026,01/04/2026,,39.0,3.9,42.9,0.0
INV-1717,CUST130,Sponsorship & Advertising,Direct Debit,,05/02/2026,19/02/2026,26/02/2026,395.0,39.5,434.5,434.5
INV-1718,CUST131,Membership Income,EFT,Paid,29/01/2026,12/02/2026,10/02/2026,1300.0,117.0,1430.0,1430.0
INV-1719,CUST131,,EFT,Paid,07/01/2026,21/01/2026,27/01/2026,108.4,10.84,$119.24,$119.24
INV-1720,CUST131,Events Income,EFT,Paid,06/03/2026,20/03/2026,20/03/2026,100.0,10.0,110.0,110.0
INV-1721,CUST131,Sponsorship & Advertising,Direct Debit,Paid,19/01/2026,02/02/2026,02/02/2026,1276.33,127.63,1403.96,1403.96
INV-1722,CUST131,Events Income,EFT,Paid,05-Mar-2026,19/3/2026,2026/03/19,150.0,15.0,165.0,165.0
INV-1723,CUST131,EVENT SPONSORSHIP,EFT,Paid,02/01/2026,16/01/2026,23/01/2026,3160.0,316.0,"$3,476.00","$3,476.00"
INV-1724,CUST132,Membership Income,EFT,Paid,15/01/2026,29/01/2026,01/02/2026,1300.0,130.0,1430.0,1430.0
INV-1725,CUST132,Document Signing Revenue,EFT,Paid,13/01/2026,27/01/2026,02/02/2026,39.0,3.9,42.9,42.9
INV-1726,CUST132,Major Sponsorship,EFT,Paid,11/01/2026,25/01/2026,19/01/2026,3850.0,385.0,4235.0,4235.0
INV-1727,CUST132,Sponsorship & Advertising,Credit Card,Paid,18/01/2026,01/02/2026,11/02/2026,1276.33,127.63,1403.96,1403.96
INV-1728,CUST133,Membership Income,Credit Card,Paid,09/01/2026,23/01/2026,28/01/2026,1300.0,130.0,1430.0,1430.0
INV-1729,CUST133,EVENT SPONSORSHIP,EFT,Paid,01/26/2026,2026/02/09,14/2/2026,3160.0,316.0,3476.0,3476.0
INV-1730,CUST133,Major Sponsorship,EFT,Paid,10/01/2026,24/01/2026,31/01/2026,3850.0,385.0,4235.0,4235.0
INV-1731,CUST133,Event Sponsorship,Credit Card,Paid,28/02/2026,03/14/2026,14-Mar-2026,3160.0,316.0,3476.0,3476.0
INV-1732,CUST133,Event Sponsorship,EFT,Paid,28/01/2026,11/02/2026,11/02/2026,3995.0,399.5,4394.5,4394.5
INV-1733,CUST133,Event Sponsorship,EFT,Paid,17/02/2026,03/03/2026,09/03/2026,3995.0,399.5,4394.5,4394.5
INV-1734,CUST134,Membership Income,Credit Card,Paid,19/01/2026,18/02/2026,23/02/2026,2160.0,216.0,2376.0,2376.0
INV-1735,CUST134,Events Income,BPAY,Paid,18/01/2026,17/02/2026,17/02/2026,200.0,20.0,220.0,220.0
INV-1736,CUST134,Major Sponsorship,,Open,24/03/2026,23/04/2026,,3850.0,385.0,4235.0,0.0
INV-1737,CUST134,Event Sponsorship,EFT,Paid,30/01/2026,01/03/2026,03/03/2026,3995.0,399.5,4394.5,4394.5
INV-1738,CUST134,document signing revenue,EFT,Paid,09/02/2026,11/03/2026,17/03/2026,32.09,3.21,35.3,35.3
INV-1739,CUST135,Membership Income,EFT,Paid,2026/02/20,03/06/2026,03/03/2026,1300.0,130.0,1430.0,1430.0
INV-1740,CUST135,Major Sponsorship ,BPAY,Paid,20/02/2026,06/03/2026,07/03/2026,7022.73,702.27,7725.0,7725.0
INV-1741,CUST135,Events Income,EFT,Paid,18/02/2026,04/03/2026,01/03/2026,100.0,10.0,110.0,110.0
INV-1742,CUST135,Event Sponsorship,EFT,Paid,26-Jan-2026,09-Feb-2026,02/11/2026,2000.0,200.0,2200.0,2200.0
INV-1743,CUST136,Membership Income,EFT,Paid,27/02/2026,29/03/2026,27/03/2026,2160.0,216.0,2376.0,2376.0
INV-1744,CUST136,Events Income,EFT,Paid,01/01/2026,31/01/2026,31/01/2026,200.0,20.0,220.0,220.0
INV-1745,CUST136,EVENTS INCOME,Direct Debit,Paid,13/01/2026,12/02/2026,05/02/2026,150.0,15.0,165.0,165.0
INV-1746,CUST136,Event Sponsorship,Credit Card,Paid,2026/02/17,19/03/2026,14/03/2026,2000.0,200.0,2200.0,2200.0
INV-1747,CUST136,Event Sponsorship,,Open,16/03/2026,04/15/2026,,3160.0,316.0,3476.0,0.0
INV-1748,CUST136,Event Sponsorship,,Open,03/16/2026,15/04/2026,,3995.0,399.5,4394.5,0.0
INV-1749,CUST136,Document Signing Revenue,Direct Debit,Paid,06/01/2026,05/02/2026,29/01/2026,39.0,3.9,42.9,42.9
INV-1750,CUST137,Membership Income,Credit Card,Paid,29/01/2026,12/02/2026,02/03/2026,1300.0,130.0,1430.0,1430.0
INV-1751,CUST137,,,Overdue,02/14/2026,2026/02/28,,1300.0,130.0,1430.0,0.0
INV-1752,CUST137,Sponsorship & Advertising,,Overdue,18/02/2026,04/03/2026,,1276.33,127.63,1403.96,0.0
INV-1753,CUST137,,,,07/02/2026,21/02/2026,,3160.0,316.0,3476.0,0.0
INV-1754,CUST137,Document Signing Revenue,EFT,Paid,04/03/2026,18/03/2026,23/03/2026,108.4,10.84,119.24,119.24
INV-1755,CUST138,Membership Income,EFT,Paid,20/02/2026,06/03/2026,01/03/2026,395.0,39.5,434.5,434.5
INV-1756,CUST138,Event Sponsorship,,Overdue,11/02/2026,25/02/2026,,2000.0,200.0,2200.0,0.0
INV-1757,CUST138,Document Signing Revenue,Direct Debit,Paid,25/01/2026,08/02/2026,31/03/2026,39.0,3.9,42.9,42.9
INV-1758,CUST138,Document Signing Revenue,,Overdue,10/02/2026,24/02/2026,,108.4,10.84,119.24,0.0
INV-1759,CUST138,Events Income,EFT,Paid,02/01/2026,16/01/2026,22/02/2026,387.62,38.76,426.38,426.38
INV-1760,CUST138,Event Sponsorship,,Overdue,03/02/2026,17/02/2026,,3160.0,316.0,3476.0,0.0
INV-1761,CUST138,Major Sponsorship,,Overdue,25/01/2026,08/02/2026,,7022.73,702.27,"$7,725.00",$0.00
INV-1762,CUST139,Membership Income,EFT,Paid,03/02/2026,05/03/2026,12/03/2026,2160.0,216.0,2376.0,2376.0
INV-1763,CUST139,Event Sponsorship,Direct Debit,Paid,22/01/2026,21/02/2026,02/03/2026,3995.0,399.5,4394.5,4394.5
INV-1764,CUST139,Events Income,Direct Debit,Paid,08/02/2026,10/03/2026,06/03/2026,200.0,20.0,220.0,220.0
INV-1765,CUST139,Event Sponsorship,Credit Card,Paid,04/02/2026,06/03/2026,03/03/2026,2000.0,200.0,2200.0,2200.0
INV-1766,CUST139,,,Open,03/03/2026,02/04/2026,,320.85,32.09,352.94,0.0
INV-1767,CUST139,Sponsorship & Advertising,,Open,01/03/2026,31/03/2026,,395.0,39.5,$434.50,$0.00
INV-1768,CUST139,Sponsorship & Advertising,Direct Debit,Paid,20/02/2026,22/03/2026,23/03/2026,1300.0,130.0,1430.0,1430.0
INV-1769,CUST139,Sponsorship & Advertising,bpay,Paid,02/01/2026,01/02/2026,31/01/2026,395.0,39.5,$434.50,$434.50
INV-1770,CUST139,Major Sponsorship,EFT,Paid,19/01/2026,18/02/2026,28/02/2026,7022.73,702.27,7725.0,7725.0
INV-1771,CUST140,Membership Income,,Open,26/03/2026,04/25/2026,,2160.0,216.0,2376.0,0.0
INV-1772,CUST140,Document Signing Revenue,EFT,Paid,21-Jan-2026,20-Feb-2026,17/2/2026,32.09,3.21,35.3,35.3
INV-1773,CUST140,Events Income,,Open,31/03/2026,30/04/2026,,200.0,20.0,220.0,0.0
INV-1774,CUST141,Membership Income,,Open,29/03/2026,12/04/2026,,1300.0,130.0,1430.0,0.0
INV-1775,CUST141,Document Signing Revenue,,Overdue,05/02/2026,19/02/2026,,31.82,3.18,35.0,0.0
INV-1776,CUST141,Sponsorship & Advertising,,Overdue,03/02/2026,17/02/2026,,395.0,39.5,$434.50,$0.00
INV-1777,CUST141,Sponsorship & Advertising,,Overdue,03/16/2026,30/03/2026,,1276.33,127.63,1403.96,0.0
INV-1778,CUST141,Major Sponsorship,EFT,Paid,14/01/2026,28/01/2026,22/03/2026,3850.0,385.0,"$4,235.00","$4,235.00"
INV-1779,CUST142,Membership Income ,,Overdue,03/01/2026,02/02/2026,,2160.0,216.0,2376.0,0.0
INV-1780,CUST142,Major Sponsorship,,Open,29/03/2026,28/04/2026,,7022.73,702.27,7725.0,0.0
INV-1781,CUST142,Sponsorship & Advertising,,Open,15/03/2026,04/14/2026,,395.0,39.5,434.5,0.0
INV-1782,CUST142, Document Signing Revenue,,Overdue,23/2/2026,2026/03/25,,31.82,3.18,$35.00,$0.00
INV-1783,CUST142,Major Sponsorship,,Overdue,25/02/2026,27/03/2026,,7022.73,702.27,7725.0,0.0
INV-1784,CUST142,Sponsorship & Advertising,,Overdue,18/01/2026,17/2/2026,,1300.0,130.0,1430.0,0.0
INV-1785,CUST143, Membership Income,EFT,Paid,05/03/2026,19/03/2026,24/03/2026,395.0,39.5,434.5,434.5
INV-1786,CUST143,Document Signing Revenue,EFT,Paid,25/02/2026,11/03/2026,04/03/2026,39.0,3.9,42.9,42.9
INV-1787,CUST143,Document Signing Revenue,EFT,Paid,17/03/2026,31/03/2026,30/03/2026,31.82,3.18,35.0,35.0
INV-1788,CUST143,Document Signing Revenue,Direct Debit,Paid,07/02/2026,21/02/2026,20/02/2026,31.82,3.18,35.0,35.0
INV-1789,CUST143,Major Sponsorship,,Open,25/03/2026,08/04/2026,,7022.73,702.27,7725.0,0.0
INV-1790,CUST143,Event Sponsorship,BPAY,Paid,07/03/2026,21/03/2026,20/03/2026,3160.0,316.0,3476.0,3476.0
INV-1791,CUST143,Event Sponsorship,BPAY,Paid,04/02/2026,18/02/2026,18/02/2026,3995.0,439.45,4394.5,4394.5
INV-1792,CUST143,Events Income,EFT,,19/02/2026,05/03/2026,09/03/2026,150.0,15.0,165.0,165.0
INV-1793,CUST144,Membership Income,EFT,Paid,28-Jan-2026,27/02/2026,03/01/2026,3850.0,385.0,4235.0,4235.0
INV-1794,CUST144,Sponsorship & Advertising,DD,Paid,05/01/2026,02/04/2026,15/02/2026,395.0,39.5,434.5,434.5
INV-1795,CUST144,event sponsorship,EFT,Paid,17/01/2026,16/02/2026,20/02/2026,2000.0,200.0,2200.0,2200.0
INV-1796,CUST144,Event Sponsorship,EFT,Paid,13/01/2026,12/02/2026,17/02/2026,2000.0,200.0,"$2,200.00","$2,200.00"
INV-1797,CUST144,Sponsorship & Advertising,EFT,Paid,09/02/2026,11/03/2026,18/03/2026,1276.33,127.63,1403.96,1403.96
INV-1798,CUST144,Document Signing Revenue,BPAY,Paid,10/02/2026,03/12/2026,13/03/2026,31.82,3.18,35.0,35.0
INV-1799,CUST145,Membership Income,,Overdue,12/02/2026,26/02/2026,,395.0,39.5,434.5,0.0
INV-1800,CUST145,Document Signing Revenue,,Open,28/03/2026,04/11/2026,,108.4,10.84,119.24,0.0
INV-1801,CUST145,Event Sponsorship,,Overdue,24/02/2026,10/03/2026,,3995.0,399.5,4394.5,0.0
INV-1802,CUST146,Membership Income,Credit Card,Paid,17/02/2026,03/03/2026,26/02/2026,395.0,39.5,434.5,434.5
INV-1803,CUST146,Document Signing Revenue,BPAY,Paid,14/02/2026,28/02/2026,01/03/2026,32.09,3.21,35.3,35.3
INV-1804,CUST146,Major Sponsorship,,Open,30/03/2026,13/04/2026,,7022.73,702.27,7725.0,0.0
INV-1805,CUST146,Event Sponsorship,EFT,Paid,09/03/2026,23/03/2026,28/03/2026,3160.0,316.0,3476.0,3476.0
INV-1806,CUST146,Sponsorship & Advertising,EFT,Paid,01/03/2026,17-Jan-2026,17/01/2026,1300.0,130.0,"$1,430.00","$1,430.00"
INV-1807,CUST146,Sponsorship & Advertising,BPAY,Paid,2/1/2026,16/01/2026,01/15/2026,1276.33,127.63,1403.96,1403.96
INV-1808,CUST147,Membership Income,Direct Debit,Paid,19/3/2026,2026/04/02,29/03/2026,395.0,39.5,434.5,434.5
INV-1809,CUST147,Events Income,Credit Card,Paid,08/02/2026,22/02/2026,22/02/2026,150.0,15.0,$165.00,$165.00
INV-1810,CUST147,Events Income,eft,Paid,14/02/2026,28/02/2026,02/03/2026,387.62,38.76,$426.38,$426.38
INV-1811,CUST147,Document Signing Revenue,EFT,,25/01/2026,08/02/2026,07/02/2026,108.4,10.84,119.24,119.24
INV-1812,CUST147,Events Income,BPAY,Paid,16/02/2026,02/03/2026,01/03/2026,387.62,38.76,426.38,426.38
INV-1813,CUST148,Membership Income,eft,Paid,25/02/2026,11/03/2026,03/03/2026,1300.0,130.0,1430.0,1430.0
INV-1814,CUST148,Sponsorship & Advertising,BPAY,Paid,03-Feb-2026,17/02/2026,11/02/2026,1300.0,130.0,1430.0,1430.0
INV-1815,CUST148,Document Signing Revenue,EFT,,12/01/2026,26/01/2026,16/01/2026,39.0,3.9,42.9,42.9
INV-1816,CUST148,Event Sponsorship,EFT,Paid,2026/03/26,04/09/2026,28/03/2026,3995.0,399.5,4394.5,4394.5
INV-1817,CUST149,membership income,EFT,Paid,05/02/2026,07/03/2026,06/03/2026,2160.0,216.0,2376.0,2376.0
INV-1818,CUST149,Document Signing Revenue,,Open,08/03/2026,07/04/2026,,39.0,3.9,42.9,0.0
INV-1819,CUST149,Events Income,EFT,Paid,22/01/2026,21/02/2026,17/02/2026,108.4,9.76,119.24,119.24
INV-1820,CUST149,Event Sponsorship,EFT,Paid,15/01/2026,14/02/2026,14/02/2026,3995.0,399.5,4394.5,4394.5
INV-1821,CUST149,Event Sponsorship,EFT,Paid,28/01/2026,27/02/2026,26/02/2026,2000.0,200.0,2200.0,2200.0
INV-1822,CUST149,Major Sponsorship,,Overdue,03/01/2026,02/02/2026,,3850.0,385.0,4235.0,0.0
INV-1823,CUST149,Event Sponsorship,EFT,Paid,26/02/2026,28/03/2026,26/03/2026,3160.0,316.0,"$3,476.00","$3,476.00"
INV-1824,CUST150,Membership Income,EFT,Paid,24/01/2026,07/02/2026,27/02/2026,1300.0,130.0,1430.0,1430.0
INV-1825,CUST150,Event Sponsorship,Credit Card,Paid,28/01/2026,11/02/2026,12/03/2026,3995.0,399.5,"$4,394.50","$4,394.50"
INV-1826,CUST150,Events Income,,Overdue,02/03/2026,16/03/2026,,100.0,10.0,110.0,0.0
INV-1827,CUST150,,,Overdue,09/03/2026,23/03/2026,,200.0,20.0,220.0,0.0
INV-1828,CUST150,Events Income,,,04/01/2026,18/01/2026,,100.0,10.0,110.0,0.0
INV-1829,CUST150,Sponsorship & Advertising,BPAY,Paid,05/01/2026,19/01/2026,10/02/2026,1276.33,127.63,1403.96,1403.96
INV-1830,CUST150,Events Income,,Open,20/3/2026,04/03/2026,,150.0,15.0,165.0,0.0
INV-1831,CUST151,Membership Income,,Overdue,23/02/2026,25/03/2026,,2160.0,216.0,2376.0,0.0
INV-1832,CUST151,Document Signing Revenue,,Open,31/03/2026,30/04/2026,,108.4,10.84,119.24,0.0
INV-1833,CUST151,Event Sponsorship,Credit Card,Paid,24/01/2026,23/02/2026,24/02/2026,2000.0,200.0,2200.0,2200.0
INV-1834,CUST151,Event Sponsorship,BPAY,Paid,04/01/2026,03/02/2026,10/02/2026,2000.0,200.0,2200.0,2200.0
INV-1835,CUST151,Events Income,,Open,09/03/2026,08/04/2026,,387.62,38.76,426.38,0.0
INV-1836,CUST151,Major Sponsorship,,Open,10/03/2026,09/04/2026,,3850.0,423.5,"$4,235.00",$0.00
INV-1837,CUST152,Membership Income,,Overdue,07/01/2026,21/01/2026,,1300.0,130.0,1430.0,0.0
INV-1838,CUST152,Document Signing Revenue,,Overdue,15/02/2026,01-Mar-2026,,39.0,3.51,42.9,0.0
INV-1839,CUST152,Event Sponsorship,EFT,Paid,15/02/2026,01/03/2026,27/03/2026,2000.0,200.0,2200.0,2200.0
INV-1840,CUST152,Major Sponsorship,,Open,21/03/2026,04/04/2026,,7022.73,702.27,7725.0,0.0
INV-1841,CUST152,Events Income,,Open,23/03/2026,06/04/2026,,150.0,15.0,165.0,0.0
INV-1842,CUST152,Major Sponsorship ,,Overdue,10/03/2026,24/03/2026,,3850.0,385.0,4235.0,0.0
INV-1843,CUST153,Membership Income,Credit Card,Paid,28/02/2026,30/03/2026,31/03/2026,2160.0,194.4,"$2,376.00","$2,376.00"
INV-1844,CUST153,Major Sponsorship ,EFT,Paid,16-Feb-2026,18/03/2026,2026/03/19,3850.0,385.0,4235.0,4235.0
INV-1845,CUST153,Document Signing Revenue,,Open,31/03/2026,30/04/2026,,39.0,3.9,42.9,0.0
INV-1846,CUST153,Document Signing Revenue,,Open,13/03/2026,12/04/2026,,39.0,3.9,42.9,0.0
INV-1847,CUST153,Sponsorship & Advertising,EFT,Paid,04/03/2026,03/04/2026,28/03/2026,1276.33,127.63,1403.96,1403.96
INV-1848,CUST153,Document Signing Revenue,,Open,08/03/2026,07/04/2026,,108.4,10.84,119.24,0.0
INV-1849,CUST154,Membership Income,,Open,23/03/2026,06/04/2026,,1300.0,130.0,1430.0,0.0
INV-1850,CUST154,,,Overdue,07/01/2026,21/01/2026,,7022.73,702.27,7725.0,0.0
INV-1851,CUST154,Event Sponsorship,EFT,Paid,01/01/2026,15/01/2026,07/03/2026,3160.0,316.0,3476.0,3476.0
INV-1852,CUST154,Event Sponsorship,,Overdue,19/01/2026,02/02/2026,,3160.0,316.0,3476.0,0.0
INV-1853,CUST155,Membership Income,EFT,Paid,2026/02/02,02/16/2026,03/19/2026,1300.0,130.0,1430.0,1430.0
INV-1854,CUST155,Major Sponsorship,,Overdue,04/03/2026,18/03/2026,,3850.0,385.0,4235.0,0.0
INV-1855,CUST155,Sponsorship & Advertising,,Overdue,18/01/2026,01/02/2026,,1300.0,130.0,1430.0,0.0
INV-1856,CUST155, Events Income,,Overdue,04/03/2026,2026/03/18,,200.0,20.0,$220.00,$0.00
INV-1857,CUST155,sponsorship & advertising,,Overdue,16/03/2026,30/03/2026,,1300.0,130.0,1430.0,0.0
INV-1858,CUST155,Events Income,EFT,Paid,29/01/2026,12/02/2026,09/03/2026,100.0,9.0,110.0,110.0
INV-1859,CUST155,Sponsorship & Advertising,Credit Card,Paid,10/01/2026,24/01/2026,27/01/2026,395.0,39.5,434.5,434.5
INV-1860,CUST155,Event Sponsorship,,Open,19/03/2026,02/04/2026,,3995.0,399.5,4394.5,0.0
INV-1861,CUST155,Events Income,EFT,Paid,06/02/2026,20/02/2026,06/03/2026,150.0,15.0,165.0,165.0
INV-1862,CUST156,Membership Income,,Open,24/03/2026,23/04/2026,,3850.0,385.0,4235.0,0.0
INV-1863,CUST156,Major Sponsorship,EFT,Paid,24/02/2026,26/03/2026,27/03/2026,3850.0,385.0,4235.0,4235.0
INV-1864,CUST156,Major Sponsorship,,Overdue,19/01/2026,18/02/2026,,3850.0,385.0,4235.0,0.0
INV-1865,CUST156,Sponsorship & Advertising,Direct Debit,Paid,14/1/2026,13/02/2026,2026/02/22,1276.33,127.63,1403.96,1403.96
INV-1866,CUST156,Events Income,EFT,Paid,28/01/2026,27/02/2026,27/02/2026,150.0,15.0,165.0,165.0
INV-1867,CUST156, Event Sponsorship,EFT,Paid,26/01/2026,25/02/2026,02/03/2026,3160.0,316.0,3476.0,3476.0
INV-1868,CUST156,Sponsorship & Advertising,EFT,Paid,25/01/2026,24/02/2026,27/02/2026,1300.0,130.0,1430.0,1430.0
INV-1869,CUST156,Events Income,EFT,Paid,10/02/2026,12/03/2026,13/03/2026,150.0,15.0,165.0,165.0
INV-1870,CUST156, Major Sponsorship,,Open,30/03/2026,29/04/2026,,3850.0,385.0,4235.0,0.0
INV-1871,CUST157,Membership Income,,Overdue,19/02/2026,05/03/2026,,395.0,39.5,434.5,0.0
INV-1872,CUST157,Event Sponsorship,,Overdue,26/02/2026,12-Mar-2026,,2000.0,200.0,2200.0,0.0
INV-1873,CUST157,Events Income,,Overdue,21/02/2026,07/03/2026,,150.0,15.0,$165.00,$0.00
INV-1874,CUST157,Event Sponsorship,,Overdue,06/03/2026,20/03/2026,,3995.0,399.5,4394.5,0.0
INV-1875,CUST158,,EFT,Paid,25/02/2026,11/03/2026,16/03/2026,1300.0,130.0,1430.0,1430.0
INV-1876,CUST158,Event Sponsorship,EFT,Paid,24/02/2026,10/03/2026,06/03/2026,2000.0,200.0,2200.0,2200.0
INV-1877,CUST158,Major Sponsorship,Credit Card,Paid,12/03/2026,26/03/2026,21/03/2026,7022.73,632.04,"$7,725.00","$7,725.00"
INV-1878,CUST158,Events Income,credit card,Paid,09/03/2026,23/03/2026,18/03/2026,150.0,15.0,165.0,165.0
INV-1879,CUST158,Document Signing Revenue,EFT,Paid,02/01/2026,16/01/2026,14/01/2026,108.4,10.84,119.24,119.24
INV-1880,CUST158,Event Sponsorship,,Open,30/3/2026,04/13/2026,,3995.0,399.5,4394.5,0.0
INV-1881,CUST158,Document Signing Revenue,EFT,Paid,13/03/2026,27/03/2026,22/03/2026,39.0,3.9,42.9,42.9
INV-1882,CUST158,,,Overdue,28-Feb-2026,14/03/2026,,320.85,32.09,352.94,0.0
INV-1883,CUST158,Sponsorship & Advertising,,Open,23/03/2026,2026/04/06,,1300.0,130.0,1430.0,0.0
INV-1884,CUST159,Membership Income,EFT,Paid,19/02/2026,05/03/2026,07/03/2026,1300.0,130.0,1430.0,1430.0
INV-1885,CUST159,events income,,,30/03/2026,13/04/2026,,100.0,10.0,110.0,0.0
INV-1886,CUST159,Event Sponsorship,Credit Card,Paid,04/03/2026,18/03/2026,12/03/2026,3995.0,399.5,4394.5,4394.5
INV-1887,CUST159,,EFT,,16/02/2026,02/03/2026,02/03/2026,320.85,32.09,352.94,352.94
INV-1888,CUST159,Events Income,EFT,Paid,20/02/2026,06/03/2026,09/03/2026,200.0,20.0,220.0,220.0
INV-1889,CUST159,sponsorship & advertising,EFT,Paid,03/02/2026,17/02/2026,14/02/2026,395.0,39.5,434.5,434.5
INV-1890,CUST160,Membership Income,,Overdue,24/02/2026,26/03/2026,,2160.0,216.0,2376.0,0.0
INV-1891,CUST160,Document Signing Revenue,,Overdue,27/02/2026,29/03/2026,,108.4,10.84,119.24,0.0
INV-1892,CUST160,Event Sponsorship,,Open,24/03/2026,23/04/2026,,3995.0,399.5,4394.5,0.0
INV-1893,CUST161,Membership Income,EFT,Paid,29/01/2026,12/02/2026,18/02/2026,395.0,39.5,$434.50,$434.50
INV-1894,CUST161,Document Signing Revenue ,EFT,Paid,7/2/2026,21-Feb-2026,26/02/2026,31.82,3.18,35.0,35.0
INV-1895,CUST161,Major Sponsorship,EFT,Paid,03/03/2026,17/03/2026,31/03/2026,3850.0,385.0,"$4,235.00","$4,235.00"
INV-1896,CUST161,Events Income,Credit Card,,09/01/2026,23/01/2026,28/01/2026,108.4,10.84,119.24,119.24
INV-1897,CUST162,Membership Income,Direct Debit,Paid,08/02/2026,22/02/2026,28/02/2026,1300.0,130.0,1430.0,1430.0
INV-1898,CUST162,,Credit Card,Paid,01/03/2026,15/03/2026,12/03/2026,1300.0,130.0,1430.0,1430.0
INV-1899,CUST162,Events Income,Direct Debit,Paid,15/01/2026,29/01/2026,29/01/2026,150.0,15.0,165.0,165.0
INV-1900,CUST162,Events Income,EFT,Paid,22/01/2026,05-Feb-2026,11/02/2026,387.62,38.76,426.38,426.38
INV-1901,CUST163,Membership Income,BPAY,Paid,19/02/2026,05/03/2026,24/02/2026,1300.0,130.0,1430.0,1430.0
INV-1902,CUST163,Sponsorship & Advertising,EFT,Paid,24/01/2026,07/02/2026,04/02/2026,395.0,39.5,434.5,434.5
INV-1903,CUST163,Events Income,Direct Debit,Paid,18/02/2026,04/03/2026,26/02/2026,200.0,20.0,220.0,220.0
INV-1904,CUST164,Membership Income,Credit Card,Paid,21/02/2026,07-Mar-2026,03/08/2026,1300.0,130.0,1430.0,1430.0
INV-1905,CUST164,Event Sponsorship,,Open,23/03/2026,06/04/2026,,3160.0,316.0,3476.0,0.0
INV-1906,CUST164,Event Sponsorship,EFT,Paid,08-Jan-2026,01/22/2026,01/20/2026,2000.0,200.0,2200.0,2200.0
INV-1907,CUST164,Document Signing Revenue,EFT,Paid,01/03/2026,15/03/2026,19/03/2026,108.4,10.84,119.24,119.24
INV-1908,CUST164,Event Sponsorship,Credit Card,Paid,02/01/2026,16/01/2026,23/01/2026,3995.0,399.5,4394.5,4394.5
INV-1909,CUST165,Membership Income,eft,Paid,23/02/2026,25/03/2026,24/03/2026,3850.0,385.0,4235.0,4235.0
INV-1910,CUST165,Events Income,,Open,23/03/2026,22/04/2026,,150.0,15.0,165.0,0.0
INV-1911,CUST165,,,Open,2026/03/26,25/04/2026,,7022.73,702.27,"$7,725.00",$0.00
INV-1912,CUST165,Document Signing Revenue,,Open,24/03/2026,23/04/2026,,108.4,10.84,119.24,0.0
INV-1913,CUST165,Event Sponsorship,BPAY,Paid,01/02/2026,03/03/2026,2026/03/03,3995.0,399.5,4394.5,4394.5
INV-1914,CUST165,Major Sponsorship,EFT,Paid,14/1/2026,13/02/2026,18/02/2026,7022.73,702.27,"$7,725.00","$7,725.00"
INV-1915,CUST165,events income,,Open,04/03/2026,03/04/2026,,200.0,20.0,220.0,0.0
INV-1916,CUST166,Membership Income,,Open,20/03/2026,03/04/2026,,1300.0,130.0,1430.0,0.0
